"y","mnth","mnth_no","urls"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53917/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53918/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53919/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53920/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53921/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53922/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53923/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53924/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53925/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53926/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53927/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53928/"
2002,"april",4,"https://www.gazprom.ru/press/news/2002/april/article53929/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53930/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53931/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53932/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53933/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53934/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53935/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53936/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53937/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53938/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53939/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53940/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53941/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53942/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53943/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53944/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53945/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53946/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53947/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53948/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53949/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53950/"
2002,"may",5,"https://www.gazprom.ru/press/news/2002/may/article53951/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53952/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53953/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53954/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53955/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53956/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53957/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53958/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53959/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53960/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53961/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53962/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53963/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53964/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53965/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53966/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53967/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53968/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53969/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53970/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53971/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53972/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53973/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53974/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53975/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53976/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53977/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53978/"
2002,"june",6,"https://www.gazprom.ru/press/news/2002/june/article53979/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53980/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53981/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53982/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53983/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53984/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53985/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53986/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53987/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53988/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53989/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53990/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53991/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53992/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53994/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53995/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53996/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53997/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53998/"
2002,"july",7,"https://www.gazprom.ru/press/news/2002/july/article53999/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54000/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54001/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54002/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54003/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54004/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54005/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54006/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54007/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54008/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54009/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54010/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54011/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54012/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54013/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54014/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54015/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54016/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54017/"
2002,"august",8,"https://www.gazprom.ru/press/news/2002/august/article54018/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54019/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54020/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54021/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54022/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54023/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54024/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54025/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54026/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54027/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54028/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54029/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54030/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54031/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54032/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54033/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54034/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54035/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54036/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54037/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54038/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54039/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54040/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54041/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54042/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54043/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54044/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54045/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54046/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54047/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54048/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54049/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54050/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54051/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54052/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54053/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54054/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54055/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54056/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54057/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54058/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54059/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54060/"
2002,"september",9,"https://www.gazprom.ru/press/news/2002/september/article54061/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54062/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54064/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54065/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54066/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54067/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54069/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54070/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54071/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54072/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54073/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54074/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54075/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54076/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54077/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54079/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54080/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54081/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54082/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54084/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54085/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54087/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54088/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54090/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54092/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54094/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54095/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54097/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54099/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54100/"
2002,"october",10,"https://www.gazprom.ru/press/news/2002/october/article54101/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54102/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54103/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54104/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54105/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54106/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54107/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54108/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54109/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54110/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54111/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54112/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54113/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54114/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54115/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54116/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54117/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54118/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54119/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54120/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54121/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54122/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54123/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54124/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54125/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54126/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54127/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54128/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54129/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54130/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54131/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54132/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54133/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54134/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54135/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54136/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54137/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54138/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54139/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54140/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54141/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54142/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54143/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54144/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54145/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54146/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54147/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54148/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54149/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54150/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54151/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54152/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54153/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54154/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54155/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54156/"
2002,"november",11,"https://www.gazprom.ru/press/news/2002/november/article54157/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54160/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54162/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54163/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54164/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54166/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54168/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54170/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54171/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54172/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54173/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54174/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54175/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54176/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54177/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54179/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54180/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54182/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54184/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54185/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54186/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54188/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54189/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54191/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54192/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54193/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54194/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54195/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54196/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54197/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54199/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54201/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54202/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54204/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54205/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54206/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54208/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54210/"
2002,"december",12,"https://www.gazprom.ru/press/news/2002/december/article54211/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54212/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54213/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54214/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54215/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54216/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54217/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54218/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54219/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54220/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54221/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54222/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54223/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54224/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54225/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54226/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54227/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54228/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54229/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54230/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54231/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54232/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54233/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54234/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54235/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54236/"
2003,"january",1,"https://www.gazprom.ru/press/news/2003/january/article54237/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54238/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54239/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54240/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54241/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54242/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54243/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54244/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54245/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54246/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54247/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54248/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54249/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54250/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54251/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54253/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54254/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54255/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54256/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54257/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54258/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54259/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54260/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54261/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54262/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54263/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54264/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54265/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54266/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54267/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54268/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54269/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54270/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54271/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54272/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54273/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54274/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54275/"
2003,"february",2,"https://www.gazprom.ru/press/news/2003/february/article54276/"
